Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Country,Postal Code,Market,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority
2157,MX-2012-125318,2012-03-12,2012-05-12,First Class,MG-17695,Maureen Gnade,Consumer,Armenia,Quindío,Colombia,,LATAM,South,OFF-FA-10001199,Office Supplies,Fasteners,"Advantus Thumb Tacks, 12 Pack",26.04,3,0.0,6.72,5.5,Critical
12434,IT-2012-5122607,2012-03-12,2012-03-12,Same Day,ES-14020,Erica Smith,Consumer,Zurich,Zürich,Switzerland,,EU,Central,OFF-ST-10001460,Office Supplies,Storage,"Smead Trays, Industrial",48.96,1,0.0,16.14,4.86,High
16570,ES-2012-5499117,2012-03-12,2012-06-12,Second Class,DP-13000,Darren Powers,Consumer,Naples,Campania,Italy,,EU,South,OFF-ST-10001646,Office Supplies,Storage,"Fellowes Box, Wire Frame",33.75,3,0.4,3.33,2.4,Medium
8081,US-2012-108917,2012-03-12,2012-05-12,Second Class,CK-12205,Chloris Kastensmidt,Consumer,Santa Fe,Santa Fe,Argentina,,LATAM,South,OFF-SU-10004711,Office Supplies,Supplies,"Acme Trimmer, Serrated",16.512,1,0.4,-10.187999999999999,1.7,Medium
16567,ES-2012-5499117,2012-03-12,2012-06-12,Second Class,DP-13000,Darren Powers,Consumer,Naples,Campania,Italy,,EU,South,OFF-ST-10002340,Office Supplies,Storage,"Fellowes Shelving, Industrial",34.992,1,0.4,2.322,0.56,Medium
22175,ID-2012-25315,2012-04-01,2012-04-01,Same Day,AA-10645,Anna Andreadi,Consumer,Jakarta,Jakarta,Indonesia,,APAC,Southeast Asia,OFF-ST-10001026,Office Supplies,Storage,"Fellowes Trays, Single Width",142.9758,3,0.17,48.2058,59.62,Critical
45661,ZA-2012-3480,2012-04-01,2012-06-01,Second Class,CS-2505,Cindy Stewart,Consumer,Kitwe,Copperbelt,Zambia,,Africa,Africa,OFF-KRA-10004876,Office Supplies,Envelopes,"Kraft Interoffice Envelope, Set of 50",187.68,4,0.0,41.28,26.13,High
22176,ID-2012-25315,2012-04-01,2012-04-01,Same Day,AA-10645,Anna Andreadi,Consumer,Jakarta,Jakarta,Indonesia,,APAC,Southeast Asia,TEC-AC-10002795,Technology,Accessories,"Memorex Mouse, Programmable",47.1753,3,0.47,-20.5047,8.83,Critical
22174,ID-2012-25315,2012-04-01,2012-04-01,Same Day,AA-10645,Anna Andreadi,Consumer,Jakarta,Jakarta,Indonesia,,APAC,Southeast Asia,OFF-FA-10002360,Office Supplies,Fasteners,"Advantus Staples, Bulk Pack",28.779,5,0.47,-7.071000000000001,7.85,Critical
45662,ZA-2012-3480,2012-04-01,2012-06-01,Second Class,CS-2505,Cindy Stewart,Consumer,Kitwe,Copperbelt,Zambia,,Africa,Africa,FUR-RUB-10003699,Furniture,Furnishings,"Rubbermaid Light Bulb, Duo Pack",37.8,2,0.0,6.0,6.59,High
12180,IT-2012-4005393,2012-04-02,2012-06-02,Second Class,AG-10330,Alex Grayson,Consumer,Naples,Campania,Italy,,EU,South,TEC-MA-10000687,Technology,Machines,"Konica Calculator, Red",58.536,2,0.4,-0.9840000000000001,4.58,High
12181,IT-2012-4005393,2012-04-02,2012-06-02,Second Class,AG-10330,Alex Grayson,Consumer,Naples,Campania,Italy,,EU,South,TEC-PH-10004614,Technology,Phones,"Cisco Headset, Full Size",53.838,1,0.4,-5.412000000000001,2.36,High
32447,CA-2012-112452,2012-04-04,2012-04-04,Same Day,NC-18340,Nat Carroll,Consumer,Lansing,Michigan,United States,48911.0,US,Central,TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,599.98,2,0.0,209.993,218.9,Critical
32443,CA-2012-112452,2012-04-04,2012-04-04,Same Day,NC-18340,Nat Carroll,Consumer,Lansing,Michigan,United States,48911.0,US,Central,OFF-AP-10003849,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,644.076,2,0.1,107.346,117.33,Critical
10427,ES-2012-5757351,2012-04-04,2012-04-04,Same Day,AW-10840,Anthony Witt,Consumer,Marano di Napoli,Campania,Italy,,EU,South,OFF-PA-10001466,Office Supplies,Paper,"Eaton Computer Printout Paper, 8.5 x 11",122.76,4,0.0,56.4,34.91,High
32445,CA-2012-112452,2012-04-04,2012-04-04,Same Day,NC-18340,Nat Carroll,Consumer,Lansing,Michigan,United States,48911.0,US,Central,OFF-BI-10003350,Office Supplies,Binders,Acco Expandable Hanging Binders,12.76,2,0.0,5.8696,3.77,Critical
32446,CA-2012-112452,2012-04-04,2012-04-04,Same Day,NC-18340,Nat Carroll,Consumer,Lansing,Michigan,United States,48911.0,US,Central,TEC-PH-10000307,Technology,Phones,Shocksock Galaxy S4 Armband,10.95,1,0.0,0.43799999999999994,3.26,Critical
32444,CA-2012-112452,2012-04-04,2012-04-04,Same Day,NC-18340,Nat Carroll,Consumer,Lansing,Michigan,United States,48911.0,US,Central,OFF-FA-10000735,Office Supplies,Fasteners,Staples,5.84,2,0.0,2.628,2.53,Critical
5174,MX-2012-148901,2012-04-04,2012-04-04,Same Day,YC-21895,Yoseph Carroll,Corporate,Porto Alegre,Rio Grande do Sul,Brazil,,LATAM,South,OFF-LA-10004495,Office Supplies,Labels,"Novimex Round Labels, Alphabetical",12.18,3,0.0,4.38,1.13,Medium
23419,IN-2012-44278,2012-04-05,2012-06-05,Second Class,NZ-18565,Nick Zandusky,Home Office,Jaipur,Rajasthan,India,,APAC,Central Asia,TEC-CO-10003102,Technology,Copiers,"Canon Copy Machine, Color",2372.22,9,0.0,0.0,302.82,High
6547,MX-2012-147375,2012-04-05,2012-06-05,First Class,LD-16855,Lela Donovan,Corporate,Bogotá,Bogota,Colombia,,LATAM,South,OFF-BI-10000423,Office Supplies,Binders,"Acco 3-Hole Punch, Recycled",60.96,3,0.0,6.66,15.01,High
23418,IN-2012-44278,2012-04-05,2012-06-05,Second Class,NZ-18565,Nick Zandusky,Home Office,Jaipur,Rajasthan,India,,APAC,Central Asia,OFF-BI-10002364,Office Supplies,Binders,"Acco Binder, Durable",49.95,3,0.0,13.41,8.79,High
34699,CA-2012-129700,2012-04-05,2012-05-05,First Class,LA-16780,Laura Armstrong,Corporate,Tinley Park,Illinois,United States,60477.0,US,Central,FUR-FU-10001940,Furniture,Furnishings,Staples,22.288,7,0.6,-8.9152,2.34,High
20438,IN-2012-24146,2012-04-06,2012-06-06,First Class,BD-11560,Brendan Dodson,Home Office,Yangon,Yangon,Myanmar (Burma),,APAC,Southeast Asia,TEC-AC-10001995,Technology,Accessories,"Logitech Router, USB",393.5727,3,0.47,-81.7173,162.56,Critical
23130,IN-2012-65915,2012-04-06,2012-06-06,Second Class,CC-12145,Charles Crestani,Consumer,Pimpri,Maharashtra,India,,APAC,Central Asia,FUR-BO-10000087,Furniture,Bookcases,"Dania Classic Bookcase, Mobile",826.56,2,0.0,41.28,72.14,High
23126,IN-2012-65915,2012-04-06,2012-06-06,Second Class,CC-12145,Charles Crestani,Consumer,Pimpri,Maharashtra,India,,APAC,Central Asia,FUR-BO-10001461,Furniture,Bookcases,"Safco Floating Shelf Set, Traditional",196.74,1,0.0,98.37,33.1,High
23128,IN-2012-65915,2012-04-06,2012-06-06,Second Class,CC-12145,Charles Crestani,Consumer,Pimpri,Maharashtra,India,,APAC,Central Asia,OFF-AP-10001335,Office Supplies,Appliances,"Hoover Toaster, Black",166.14,2,0.0,46.5,27.69,High
20439,IN-2012-24146,2012-04-06,2012-06-06,First Class,BD-11560,Brendan Dodson,Home Office,Yangon,Yangon,Myanmar (Burma),,APAC,Southeast Asia,OFF-FA-10003893,Office Supplies,Fasteners,"OIC Paper Clips, 12 Pack",34.5114,3,0.17,-0.0486,8.77,Critical
23129,IN-2012-65915,2012-04-06,2012-06-06,Second Class,CC-12145,Charles Crestani,Consumer,Pimpri,Maharashtra,India,,APAC,Central Asia,OFF-AR-10004651,Office Supplies,Art,"Boston Pens, Fluorescent",46.44,3,0.0,6.48,6.65,High
23131,IN-2012-65915,2012-04-06,2012-06-06,Second Class,CC-12145,Charles Crestani,Consumer,Pimpri,Maharashtra,India,,APAC,Central Asia,OFF-FA-10003161,Office Supplies,Fasteners,"OIC Paper Clips, Assorted Sizes",47.52,4,0.0,19.44,6.17,High
23127,IN-2012-65915,2012-04-06,2012-06-06,Second Class,CC-12145,Charles Crestani,Consumer,Pimpri,Maharashtra,India,,APAC,Central Asia,OFF-FA-10004910,Office Supplies,Fasteners,"Advantus Staples, Assorted Sizes",24.93,3,0.0,1.71,3.12,High
33113,CA-2012-164833,2012-04-06,2012-04-06,Same Day,LL-16840,Lauren Leatherbury,Consumer,Seattle,Washington,United States,98105.0,US,West,OFF-AR-10004685,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",9.26,2,0.0,3.0558,1.82,High
33112,CA-2012-164833,2012-04-06,2012-04-06,Same Day,LL-16840,Lauren Leatherbury,Consumer,Seattle,Washington,United States,98105.0,US,West,OFF-LA-10000443,Office Supplies,Labels,Avery 501,7.38,2,0.0,3.4686,1.56,High
10274,US-2012-158323,2012-04-07,2012-04-07,Same Day,CL-11890,Carl Ludwig,Consumer,Açu,Rio Grande do Norte,Brazil,,LATAM,South,TEC-PH-10000808,Technology,Phones,"Samsung Smart Phone, Cordless",1363.2,8,0.6,-1806.24,255.17,Critical
280,MX-2012-119249,2012-04-07,2012-04-07,Same Day,CL-11890,Carl Ludwig,Consumer,Paço do Lumiar,Maranhão,Brazil,,LATAM,South,TEC-PH-10004196,Technology,Phones,"Samsung Smart Phone, Cordless",3408.0,8,0.0,238.56,41.89,Medium
16477,ES-2012-4829315,2012-04-07,2012-06-07,Second Class,SO-20335,Sean O'Donnell,Consumer,Ghent,East Flanders,Belgium,,EU,Central,OFF-ST-10000710,Office Supplies,Storage,"Smead Shelving, Blue",146.79,3,0.0,44.01,13.18,High
16476,ES-2012-4829315,2012-04-07,2012-06-07,Second Class,SO-20335,Sean O'Donnell,Consumer,Ghent,East Flanders,Belgium,,EU,Central,OFF-FA-10004734,Office Supplies,Fasteners,"Advantus Rubber Bands, Bulk Pack",66.36,4,0.0,21.84,8.31,High
14127,ES-2012-4868521,2012-04-08,2012-06-08,First Class,AH-10075,Adam Hart,Corporate,Flers,Lower Normandy,France,,EU,Central,OFF-ST-10004191,Office Supplies,Storage,"Tenex Lockers, Blue",183.735,1,0.1,32.655,36.88,High
19994,ES-2012-3352268,2012-04-09,2012-06-09,Second Class,JB-16000,Joy Bell-,Consumer,Huelva,Andalusía,Spain,,EU,South,OFF-EN-10002449,Office Supplies,Envelopes,"Ames Interoffice Envelope, Security-Tint",570.24,12,0.0,279.36,67.62,High
11729,ES-2012-5426608,2012-04-09,2012-06-09,Second Class,CA-11965,Carol Adams,Corporate,Genoa,Liguria,Italy,,EU,South,FUR-BO-10004430,Furniture,Bookcases,"Bush Floating Shelf Set, Metal",1024.38,6,0.0,92.16,54.87,Medium
14299,ES-2012-5600285,2012-04-09,2012-04-09,Same Day,BD-11620,Brian DeCherney,Consumer,Vienna,Vienna,Austria,,EU,Central,FUR-FU-10004422,Furniture,Furnishings,"Advantus Photo Frame, Erganomic",206.4,4,0.0,99.0,20.78,Medium
19993,ES-2012-3352268,2012-04-09,2012-06-09,Second Class,JB-16000,Joy Bell-,Consumer,Huelva,Andalusía,Spain,,EU,South,OFF-BI-10003702,Office Supplies,Binders,"Wilson Jones Binder Covers, Durable",76.14,6,0.0,34.92,12.25,High
14297,ES-2012-5600285,2012-04-09,2012-04-09,Same Day,BD-11620,Brian DeCherney,Consumer,Vienna,Vienna,Austria,,EU,Central,OFF-EN-10001993,Office Supplies,Envelopes,"GlobeWeis Manila Envelope, Set of 50",27.39,1,0.0,9.03,4.1,Medium
19995,ES-2012-3352268,2012-04-09,2012-06-09,Second Class,JB-16000,Joy Bell-,Consumer,Huelva,Andalusía,Spain,,EU,South,OFF-EN-10002961,Office Supplies,Envelopes,"Kraft Clasp Envelope, Security-Tint",22.8,2,0.0,5.22,4.09,High
12952,ES-2012-3637062,2012-04-09,2012-06-09,Second Class,IG-15085,Ivan Gibson,Consumer,Swindon,England,United Kingdom,,EU,North,OFF-BI-10003999,Office Supplies,Binders,"Avery Hole Reinforcements, Clear",11.61,3,0.0,1.08,1.48,Medium
3095,US-2012-105613,2012-04-09,2012-06-09,Second Class,PF-19165,Philip Fox,Consumer,Buenos Aires,Buenos Aires,Argentina,,LATAM,South,OFF-LA-10002980,Office Supplies,Labels,"Harbour Creations Shipping Labels, Alphabetical",9.024,2,0.4,-4.816,0.33,Medium
14298,ES-2012-5600285,2012-04-09,2012-04-09,Same Day,BD-11620,Brian DeCherney,Consumer,Vienna,Vienna,Austria,,EU,Central,OFF-LA-10003290,Office Supplies,Labels,"Hon Round Labels, Adjustable",9.12,2,0.0,3.24,0.16,Medium
10675,IT-2012-5883185,2012-04-10,2012-04-10,Same Day,KC-16540,Kelly Collister,Consumer,Palma de Mallorca,Balearic Islands,Spain,,EU,South,TEC-MA-10003923,Technology,Machines,"Okidata Receipt Printer, Durable",332.181,3,0.1,-22.149,71.73,Medium
10676,IT-2012-5883185,2012-04-10,2012-04-10,Same Day,KC-16540,Kelly Collister,Consumer,Palma de Mallorca,Balearic Islands,Spain,,EU,South,TEC-AC-10001402,Technology,Accessories,"Memorex Numeric Keypad, Bluetooth",136.26,3,0.0,51.75,26.81,Medium
15919,ES-2012-3798841,2012-04-10,2012-06-10,Second Class,HP-14815,Harold Pawlan,Home Office,Boulogne-Billancourt,Ile-de-France,France,,EU,Central,OFF-AR-10001291,Office Supplies,Art,"Sanford Canvas, Fluorescent",207.12,4,0.0,76.56,21.85,Medium
45398,CG-2012-5870,2012-04-11,2012-06-11,Second Class,JF-5490,Jeremy Farry,Consumer,Kinshasa,Kinshasa,Democratic Republic of the Congo,,Africa,Africa,OFF-TEN-10003089,Office Supplies,Storage,"Tenex File Cart, Blue",133.2,1,0.0,23.97,6.86,Medium
14902,ES-2012-5708011,2012-04-12,2012-05-12,First Class,HZ-14950,Henia Zydlo,Consumer,Bordeaux,Aquitaine,France,,EU,Central,TEC-CO-10000660,Technology,Copiers,"Hewlett Copy Machine, Color",667.7685,3,0.15,274.9185,266.02,Critical
14901,ES-2012-5708011,2012-04-12,2012-05-12,First Class,HZ-14950,Henia Zydlo,Consumer,Bordeaux,Aquitaine,France,,EU,Central,FUR-BO-10003903,Furniture,Bookcases,"Dania 3-Shelf Cabinet, Pine",128.52,1,0.1,-1.44,28.37,Critical
14900,ES-2012-5708011,2012-04-12,2012-05-12,First Class,HZ-14950,Henia Zydlo,Consumer,Bordeaux,Aquitaine,France,,EU,Central,OFF-SU-10004452,Office Supplies,Supplies,"Elite Ruler, Steel",52.8,4,0.0,14.16,23.94,Critical
14897,ES-2012-5708011,2012-04-12,2012-05-12,First Class,HZ-14950,Henia Zydlo,Consumer,Bordeaux,Aquitaine,France,,EU,Central,OFF-BI-10003763,Office Supplies,Binders,"Ibico Index Tab, Economy",52.05,5,0.0,17.55,23.62,Critical
14899,ES-2012-5708011,2012-04-12,2012-05-12,First Class,HZ-14950,Henia Zydlo,Consumer,Bordeaux,Aquitaine,France,,EU,Central,OFF-ST-10000710,Office Supplies,Storage,"Smead Shelving, Blue",88.074,2,0.1,19.554000000000002,17.45,Critical
14898,ES-2012-5708011,2012-04-12,2012-05-12,First Class,HZ-14950,Henia Zydlo,Consumer,Bordeaux,Aquitaine,France,,EU,Central,OFF-ST-10004097,Office Supplies,Storage,"Tenex Box, Wire Frame",56.052,4,0.1,22.331999999999997,13.18,Critical
11753,ES-2012-4984653,2012-05-01,2012-05-01,Same Day,CC-12100,Chad Cunningham,Home Office,Rouen,Upper Normandy,France,,EU,Central,TEC-AC-10004317,Technology,Accessories,"SanDisk Numeric Keypad, USB",425.28,8,0.0,136.08,102.1,High
41344,AG-2012-5400,2012-05-01,2012-05-01,Same Day,RB-9570,Rob Beeghly,Consumer,Algiers,Alger,Algeria,,Africa,Africa,OFF-KIT-10002357,Office Supplies,Appliances,"KitchenAid Blender, White",199.2,2,0.0,93.6,33.05,High
11755,ES-2012-4984653,2012-05-01,2012-05-01,Same Day,CC-12100,Chad Cunningham,Home Office,Rouen,Upper Normandy,France,,EU,Central,FUR-FU-10003664,Furniture,Furnishings,"Tenex Frame, Erganomic",434.4,4,0.0,143.28,6.67,High
11754,ES-2012-4984653,2012-05-01,2012-05-01,Same Day,CC-12100,Chad Cunningham,Home Office,Rouen,Upper Normandy,France,,EU,Central,OFF-LA-10002996,Office Supplies,Labels,"Avery Removable Labels, Laser Printer Compatible",42.96,4,0.0,8.52,5.64,High
2033,MX-2012-163587,2012-05-01,2012-06-01,Same Day,TN-21040,Tanja Norvell,Home Office,San Salvador,San Salvador,El Salvador,,LATAM,Central,OFF-FA-10001228,Office Supplies,Fasteners,"Accos Clamps, Bulk Pack",25.84,2,0.0,12.64,4.68,Critical
41342,AG-2012-5400,2012-05-01,2012-05-01,Same Day,RB-9570,Rob Beeghly,Consumer,Algiers,Alger,Algeria,,Africa,Africa,OFF-SME-10004160,Office Supplies,Storage,"Smead Folders, Wire Frame",16.56,1,0.0,0.99,3.79,High
41343,AG-2012-5400,2012-05-01,2012-05-01,Same Day,RB-9570,Rob Beeghly,Consumer,Algiers,Alger,Algeria,,Africa,Africa,OFF-GRE-10000328,Office Supplies,Paper,"Green Bar Parchment Paper, Premium",33.36,2,0.0,0.96,2.81,High
41345,AG-2012-5400,2012-05-01,2012-05-01,Same Day,RB-9570,Rob Beeghly,Consumer,Algiers,Alger,Algeria,,Africa,Africa,OFF-STO-10003342,Office Supplies,Fasteners,"Stockwell Rubber Bands, Assorted Sizes",13.59,1,0.0,6.78,1.29,High
47444,CA-2012-8910,2012-05-02,2012-05-02,Same Day,NG-8355,Nat Gilpin,Corporate,Edmonton,Alberta,Canada,,Canada,Canada,OFF-SME-10000746,Office Supplies,Storage,"Smead Lockers, Industrial",198.9,1,0.0,55.68,23.32,High
47446,CA-2012-8910,2012-05-02,2012-05-02,Same Day,NG-8355,Nat Gilpin,Corporate,Edmonton,Alberta,Canada,,Canada,Canada,OFF-BIN-10004563,Office Supplies,Art,"Binney & Smith Pencil Sharpener, Easy-Erase",55.86,2,0.0,6.12,14.33,High
47447,CA-2012-8910,2012-05-02,2012-05-02,Same Day,NG-8355,Nat Gilpin,Corporate,Edmonton,Alberta,Canada,,Canada,Canada,OFF-SME-10003752,Office Supplies,Storage,"Smead File Cart, Single Width",128.43,1,0.0,1.26,7.78,High
47445,CA-2012-8910,2012-05-02,2012-05-02,Same Day,NG-8355,Nat Gilpin,Corporate,Edmonton,Alberta,Canada,,Canada,Canada,OFF-IBI-10000951,Office Supplies,Binders,"Ibico Binder Covers, Economy",13.65,1,0.0,1.89,2.21,High
33178,CA-2012-109512,2012-05-03,2012-05-03,Same Day,LF-17185,Luke Foster,Consumer,New York City,New York,United States,10011.0,US,East,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",383.60699999999997,7,0.1,63.9345,62.5,Critical
33179,CA-2012-109512,2012-05-03,2012-05-03,Same Day,LF-17185,Luke Foster,Consumer,New York City,New York,United States,10011.0,US,East,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",563.4,4,0.0,67.608,49.81,Critical
48639,TU-2012-5560,2012-05-03,2012-05-03,Same Day,SV-10785,Stewart Visinsky,Consumer,Bursa,Bursa,Turkey,,EMEA,EMEA,FUR-SAF-10004525,Furniture,Chairs,"SAFCO Swivel Stool, Red",67.176,1,0.6,-16.794,9.87,High
33177,CA-2012-109512,2012-05-03,2012-05-03,Same Day,LF-17185,Luke Foster,Consumer,New York City,New York,United States,10011.0,US,East,OFF-EN-10002621,Office Supplies,Envelopes,Staples,29.34,3,0.0,14.67,5.0,Critical
17522,ES-2012-2314672,2012-05-04,2012-05-04,Same Day,DM-13525,Don Miller,Corporate,Hanover,Lower Saxony,Germany,,EU,Central,TEC-PH-10000505,Technology,Phones,"Apple Smart Phone, with Caller ID",2875.77,9,0.5,-1783.08,516.63,High
40300,CA-2012-102855,2012-05-04,2012-06-04,Same Day,JF-15415,Jennifer Ferguson,Consumer,Spokane,Washington,United States,99207.0,US,West,TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,239.94,6,0.0,26.3934,46.97,High
17520,ES-2012-2314672,2012-05-04,2012-05-04,Same Day,DM-13525,Don Miller,Corporate,Hanover,Lower Saxony,Germany,,EU,Central,OFF-AR-10001759,Office Supplies,Art,"Sanford Sketch Pad, Fluorescent",116.85,5,0.5,-7.05,15.72,High
17521,ES-2012-2314672,2012-05-04,2012-05-04,Same Day,DM-13525,Don Miller,Corporate,Hanover,Lower Saxony,Germany,,EU,Central,OFF-AR-10000980,Office Supplies,Art,"Sanford Pencil Sharpener, Water Color",26.1,2,0.5,-12.54,8.3,High
40301,CA-2012-102855,2012-05-04,2012-06-04,Same Day,JF-15415,Jennifer Ferguson,Consumer,Spokane,Washington,United States,99207.0,US,West,OFF-AR-10002467,Office Supplies,Art,Dixon Ticonderoga Pencils,23.84,8,0.0,6.4368,4.02,High
44812,TZ-2012-1230,2012-05-05,2012-05-05,Same Day,TG-11640,Trudy Glocke,Consumer,Dar es Salaam,Dar Es Salaam,Tanzania,,Africa,Africa,OFF-ELD-10003181,Office Supplies,Storage,"Eldon Box, Industrial",19.332,2,0.1,5.772,4.48,High
8310,MX-2012-158904,2012-05-06,2012-05-06,Same Day,RR-19525,Rick Reed,Corporate,Nueva Gerona,Isla de la Juventud,Cuba,,LATAM,Caribbean,OFF-SU-10000705,Office Supplies,Supplies,"Stiletto Shears, High Speed",32.06,1,0.0,9.28,6.16,Medium
43867,TU-2012-8330,2012-05-07,2012-05-07,Same Day,LS-6945,Linda Southworth,Corporate,Cankaya,Ankara,Turkey,,EMEA,EMEA,TEC-APP-10004912,Technology,Phones,"Apple Speaker Phone, with Caller ID",295.92,6,0.6,-259.02,34.26,Medium
43868,TU-2012-8330,2012-05-07,2012-05-07,Same Day,LS-6945,Linda Southworth,Corporate,Cankaya,Ankara,Turkey,,EMEA,EMEA,TEC-HP -10003894,Technology,Copiers,"HP Wireless Fax, Laser",144.084,1,0.6,-194.52599999999998,29.28,Medium
43866,TU-2012-8330,2012-05-07,2012-05-07,Same Day,LS-6945,Linda Southworth,Corporate,Cankaya,Ankara,Turkey,,EMEA,EMEA,OFF-ROG-10004646,Office Supplies,Storage,"Rogers File Cart, Blue",56.268,1,0.6,-83.022,6.8,Medium
16957,ES-2012-1208415,2012-05-09,2012-06-09,First Class,BP-11050,Barry Pond,Corporate,London,England,United Kingdom,,EU,North,FUR-BO-10002680,Furniture,Bookcases,"Sauder 3-Shelf Cabinet, Traditional",750.06,5,0.1,91.56,106.25,High
16956,ES-2012-1208415,2012-05-09,2012-06-09,First Class,BP-11050,Barry Pond,Corporate,London,England,United Kingdom,,EU,North,OFF-AR-10002113,Office Supplies,Art,"Boston Highlighters, Easy-Erase",17.226,1,0.1,2.286,4.09,High
16955,ES-2012-1208415,2012-05-09,2012-06-09,First Class,BP-11050,Barry Pond,Corporate,London,England,United Kingdom,,EU,North,OFF-AR-10004115,Office Supplies,Art,"Sanford Markers, Blue",62.775,3,0.1,6.255,3.68,High
25178,IN-2012-36669,2012-05-10,2012-05-10,Same Day,SW-20275,Scott Williamson,Consumer,Darwin,Northern Territory,Australia,,APAC,Oceania,OFF-ST-10004346,Office Supplies,Storage,"Tenex Shelving, Single Width",147.66299999999998,3,0.1,4.833,30.15,High
30661,IN-2012-81784,2012-05-11,2012-06-11,Same Day,MY-17380,Maribeth Yedwab,Corporate,Waitakere,Auckland,New Zealand,,APAC,Oceania,TEC-CO-10001864,Technology,Copiers,"Brother Ink, High-Speed",523.8,6,0.4,34.92,156.66,Critical
50319,TU-2012-3470,2012-05-11,2012-05-11,Same Day,JL-5850,John Lucas,Consumer,Denizli,Denizli,Turkey,,EMEA,EMEA,OFF-TEN-10000025,Office Supplies,Storage,"Tenex Lockers, Blue",489.96,6,0.6,-416.52,94.14,High
30658,IN-2012-81784,2012-05-11,2012-06-11,Same Day,MY-17380,Maribeth Yedwab,Corporate,Waitakere,Auckland,New Zealand,,APAC,Oceania,TEC-CO-10001301,Technology,Copiers,"Sharp Copy Machine, Laser",286.848,2,0.4,43.008,84.15,Critical
29853,IN-2012-38657,2012-05-11,2012-06-11,First Class,RM-19375,Raymond Messe,Consumer,Bangkok,Bangkok,Thailand,,APAC,Southeast Asia,FUR-CH-10002510,Furniture,Chairs,"Office Star Steel Folding Chair, Adjustable",343.83,5,0.27,89.43,72.95,Medium
29854,IN-2012-38657,2012-05-11,2012-06-11,First Class,RM-19375,Raymond Messe,Consumer,Bangkok,Bangkok,Thailand,,APAC,Southeast Asia,FUR-CH-10002510,Furniture,Chairs,"Office Star Steel Folding Chair, Adjustable",343.83,5,0.27,89.43,55.8,Medium
36982,CA-2012-131072,2012-05-11,2012-05-11,Same Day,KL-16645,Ken Lonsdale,Consumer,Seattle,Washington,United States,98105.0,US,West,OFF-BI-10002794,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",98.352,3,0.2,35.6526,31.08,Critical
30660,IN-2012-81784,2012-05-11,2012-06-11,Same Day,MY-17380,Maribeth Yedwab,Corporate,Waitakere,Auckland,New Zealand,,APAC,Oceania,OFF-AR-10003738,Office Supplies,Art,"Boston Canvas, Fluorescent",197.64,6,0.4,0.0,30.56,Critical
50318,TU-2012-3470,2012-05-11,2012-05-11,Same Day,JL-5850,John Lucas,Consumer,Denizli,Denizli,Turkey,,EMEA,EMEA,OFF-BRE-10002706,Office Supplies,Appliances,"Breville Microwave, White",119.94,1,0.6,-80.97,17.18,High
29852,IN-2012-38657,2012-05-11,2012-06-11,First Class,RM-19375,Raymond Messe,Consumer,Bangkok,Bangkok,Thailand,,APAC,Southeast Asia,FUR-CH-10003760,Furniture,Chairs,"Office Star Bag Chairs, Set of Two",84.2274,2,0.27,21.8874,12.48,Medium
36370,CA-2012-145485,2012-05-11,2012-05-11,Same Day,JM-16195,Justin MacKendrick,Consumer,San Francisco,California,United States,94109.0,US,West,OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File,62.8,4,0.0,15.7,11.68,High
50317,TU-2012-3470,2012-05-11,2012-05-11,Same Day,JL-5850,John Lucas,Consumer,Denizli,Denizli,Turkey,,EMEA,EMEA,TEC-ENE-10005000,Technology,Accessories,"Enermax Memory Card, Bluetooth",91.512,2,0.6,-100.66799999999999,10.6,High
30662,IN-2012-81784,2012-05-11,2012-06-11,Same Day,MY-17380,Maribeth Yedwab,Corporate,Waitakere,Auckland,New Zealand,,APAC,Oceania,OFF-BI-10002628,Office Supplies,Binders,"Avery 3-Hole Punch, Economy",33.444,2,0.4,-5.6160000000000005,10.55,Critical
30659,IN-2012-81784,2012-05-11,2012-06-11,Same Day,MY-17380,Maribeth Yedwab,Corporate,Waitakere,Auckland,New Zealand,,APAC,Oceania,OFF-ST-10000123,Office Supplies,Storage,"Fellowes Folders, Wire Frame",30.564,2,0.4,-18.396,9.49,Critical
50320,TU-2012-3470,2012-05-11,2012-05-11,Same Day,JL-5850,John Lucas,Consumer,Denizli,Denizli,Turkey,,EMEA,EMEA,OFF-BOS-10003478,Office Supplies,Art,"Boston Markers, Fluorescent",44.208,4,0.6,-49.751999999999995,7.58,High
